REPORTDATETIME,OFFENSE,BLOCKSITEADDRESS,LATITUDE,LONGITUDE
2011-01-06,THEFT,1500 B/O CORCORAN ST NW,38.9118714123,-77.0355336432
2011-01-06,THEFT,3000 B/O K ST NW,38.9025982174,-77.0600398666
2011-01-06,ADW,200 B/O NEW YORK AVE NW,38.9054539886,-77.0144263307
2011-01-06,THEFT F/AUTO,2100 B/O PENNSYLVANIA AVE NW,38.901681429,-77.0477555138
2011-01-06,THEFT,1500 B/O GOOD HOPE RD SE,38.8663139939,-76.9827608113
2011-01-06,THEFT,UNIT B/O NEW YORK AVE NE,38.9078625695,-77.0075056808
2011-01-06,ROBBERY,2100 B/O ALABAMA AVE SE,38.8508387553,-76.9746923067
2011-01-06,THEFT,500 B/O 42ND ST NE,38.8967305826,-76.9425703244
2011-01-06,THEFT F/AUTO,700 B/O 11TH ST SE,38.880286088,-76.9915348817
2011-01-06,THEFT,3200 B/O M ST NW,38.9051435322,-77.0642650916
2011-01-06,THEFT,1400 B/O STAPLES ST NE,38.9040693956,-76.9837839511
2011-01-06,STOLEN AUTO,6000 B/O CLAY ST NE,38.8928918396,-76.9143536886
2011-01-06,THEFT F/AUTO,1700 B/O POPLAR LN NW,38.9869924748,-77.0409220331
2011-01-06,BURGLARY,1900 B/O M ST NE,38.9056219534,-76.9757914086
2011-01-06,BURGLARY,1900 B/O MISSISSIPPI AVE SE,38.8439150469,-76.9750639495
2011-01-06,THEFT F/AUTO,1200 B/O 19TH ST NW,38.9064214937,-77.0434755777
2011-01-06,THEFT F/AUTO,O ST SE & WATER ST SE,38.8736057991,-76.9902116865
2011-01-06,ADW,1300 B/O NEW YORK AVE NE,38.9151065504,-76.98661178
2011-01-06,THEFT F/AUTO,2000 B/O KALORAMA RD NW,38.9188952431,-77.0470694723
2011-01-06,ROBBERY,9TH PL SE & SAVANNAH ST SE,38.8424582155,-76.9930301432
2011-01-06,ADW,4800 B/O 3RD ST NW,38.9493891668,-77.0157168918
2011-01-06,ROBBERY,1300 B/O OTIS ST NE,38.934686075,-76.9876606349
2011-01-06,THEFT F/AUTO,5300 B/O COLORADO AVE NW,38.955151364,-77.0341819418
2011-01-06,THEFT,3000 B/O G ST SE,38.880237824,-76.9635222935
2011-01-06,BURGLARY,200 B/O 37TH PL SE,38.8865895063,-76.9517532055
2011-01-06,THEFT F/AUTO,1500 B/O R ST NW,38.912609252,-77.0355322092
2011-01-06,BURGLARY,900 B/O 6TH ST SW,38.8788482002,-77.0198921229
2011-01-06,THEFT F/AUTO,4000 B/O SOUTH CAPITOL ST,38.8304848532,-77.0076737569
2011-01-06,THEFT,3800 B/O GEORGIA AVE NW,38.9381486763,-77.0245833286
2011-01-06,THEFT,UNIT B/O BRYANT ST NW,38.9213032722,-77.0105954119
2011-01-06,THEFT,1600 B/O 6TH ST NW,38.9118644232,-77.0199006106
2011-01-06,THEFT F/AUTO,UNIT B/O BRYANT ST NW,38.9213032722,-77.0105954119
2011-01-06,STOLEN AUTO,2100 B/O NORTH CAPITOL ST,38.9186265226,-77.0090404638
2011-01-06,THEFT F/AUTO,1600 B/O O ST NW,38.9086961979,-77.0375111891
2011-01-06,ADW,300 B/O ELM ST NW,38.9174279853,-77.0167570801
2011-01-06,ROBBERY,300 B/O CHANNING ST NE,38.9223696833,-77.001301653
2011-01-06,THEFT F/AUTO,2100 B/O PENNSYLVANIA AVE NW,38.901681429,-77.0477555138
2011-01-06,THEFT,4000 B/O MASSACHUSETTS AVE NW,38.9334660503,-77.0798044746
2011-01-07,HOMICIDE,5300 B/O E ST SE,38.8818478194,-76.9256177641
2011-01-07,THEFT F/AUTO,1600 B/O MASSACHUSETTS AVE NW,38.907777023,-77.0380767297
2011-01-07,THEFT F/AUTO,1400 B/O U ST NW,38.9169972667,-77.0332415398
2011-01-07,BURGLARY,1100 B/O OWEN PL NE,38.9064125875,-76.9889049183
2011-01-07,BURGLARY,6600 B/O EASTERN AVE NW,38.9710262795,-77.0092753806
2011-01-07,BURGLARY,3400 B/O SUMMIT CT NE,38.9283565582,-76.9583908914
2011-01-07,BURGLARY,3300 B/O NEW MEXICO AVE NW,38.9343164913,-77.0863008718
2011-01-07,STOLEN AUTO,1400 B/O NEWTON ST NW,38.9325677502,-77.0346007366
2011-01-07,ROBBERY,2200 B/O ONTARIO RD NW,38.9198957146,-77.0396795797
2011-01-07,THEFT F/AUTO,1300 B/O R ST NW,38.9126091909,-77.0307875188
2011-01-07,THEFT,1200 B/O CONNECTICUT AVE NW,38.9064393003,-77.0415778765
2011-01-07,THEFT,3300 B/O Q ST NW,38.9107414205,-77.0669921362
2011-01-07,STOLEN AUTO,4200 B/O EDSON PL NE,38.8967770985,-76.9408976214
2011-01-07,THEFT,3100 B/O M ST NW,38.9051857454,-77.061997729
2011-01-07,THEFT F/AUTO,4800 B/O BLAGDEN AVE NW,38.949584311,-77.0376570799
2011-01-07,THEFT,900 B/O SPRING RD NW,38.9354451956,-77.0265420823
2011-01-07,THEFT,1800 B/O K ST NW,38.9025254317,-77.0425744044
2011-01-07,STOLEN AUTO,1500 B/O NEAL ST NE,38.9021115725,-76.9831994672
2011-01-07,THEFT F/AUTO,4600 B/O LIVINGSTON RD SE,38.8229265754,-77.0019425632
2011-01-07,THEFT,1600 B/O 16TH ST SE,38.8701018084,-76.9822237719
2011-01-07,THEFT,1300 B/O OKIE ST NE,38.914214066,-76.9860297298
2011-01-07,THEFT,300 B/O 40TH ST NE,38.8933572358,-76.9469890802
2011-01-07,THEFT,700 B/O 9TH ST NW,38.8990528933,-77.0239287524
2011-01-07,SEX ABUSE,6TH ST NE & F ST NE,38.8973327548,-76.9984481327
2011-01-07,BURGLARY,1800 B/O 2ND ST NE,38.914737923,-77.0035099071
2011-01-07,THEFT,1100 B/O CONNECTICUT AVE NW,38.9046848447,-77.0405219548
2011-01-07,BURGLARY,1500 B/O V ST SE,38.8645875192,-76.9830612448
2011-01-07,ADW,1500 B/O ALLISON ST NW,38.9450624161,-77.0354708806
2011-01-07,STOLEN AUTO,1100 B/O 29TH ST NW,38.9046585263,-77.0580632333
2011-01-07,ADW,1900 B/O R ST SE,38.8694757298,-76.9766592724
2011-01-07,ROBBERY,1500 B/O K ST NW,38.9025243992,-77.0355599701
2011-01-07,BURGLARY,1200 B/O HOLBROOK TER NE,38.9070682745,-76.985492133
2011-01-07,THEFT F/AUTO,500 B/O 12TH ST NW,38.8967377196,-77.0280857169
2011-01-07,ADW,700 B/O KENILWORTH TER NE,38.8999955178,-76.9484116978
2011-01-07,ROBBERY,200 B/O 37TH PL SE,38.8865895063,-76.9517532055
2011-01-07,THEFT,1400 B/O 17TH ST NW,38.9091419723,-77.0384572169
2011-01-07,STOLEN AUTO,2500 B/O SOUTHERN AVE SE,38.8483020764,-76.9665726514
2011-01-07,ADW,,0.0,0.0
2011-01-07,ROBBERY,300 B/O 18TH PL NE,38.8940393536,-76.9781281622
2011-01-07,THEFT,700 B/O 15TH ST NE,38.8993767028,-76.9836762215
2011-01-07,THEFT,1100 B/O CONNECTICUT AVE NW,38.9046848447,-77.0405219548
2011-01-07,THEFT F/AUTO,COLUMBIA RD NW & ONTARIO RD NW,38.9242259702,-77.0403382815
2011-01-07,BURGLARY,2300 B/O GOOD HOPE CT SE,38.8618629201,-76.9731363798
2011-01-07,STOLEN AUTO,2200 B/O SAVANNAH ST SE,38.8477822594,-76.9719072641
2011-01-07,ROBBERY,2800 B/O SHERMAN AVE NW,38.9264198025,-77.0259053744
2011-01-07,BURGLARY,900 B/O DIVISION AVE NE,38.9021684266,-76.9242955062
2011-01-07,ROBBERY,1400 B/O NEWTON ST NE,38.9338076561,-76.9854820067
2011-01-07,BURGLARY,4700 B/O JAY ST NE,38.9014840629,-76.9342284846
2011-01-07,STOLEN AUTO,5900 B/O 13TH PL NW,38.9628555108,-77.0312574172
2011-01-07,THEFT,1300 B/O FARRAGUT ST NW,38.9508016692,-77.0315628937
2011-01-07,THEFT,4200 B/O DAVENPORT ST NW,38.9521078297,-77.0824482689
